Fecha	Cuenta	Departamento	Suma de Importe
12/3/2009	86360	150	$50.00 
12/3/2009	86420	170	$62.61 
12/3/2009	86450	170	$80.11 
12/3/2009	86820	170	$30.83 
12/4/2009	61510	150	($22.07)
12/4/2009	61520	150	($151.82)
12/4/2009	61530	150	($12.40)
12/4/2009	61540	150	($0.92)
12/4/2009	61550	150	($61.87)
12/4/2009	61560	150	($1.60)
12/4/2009	61570	150	($127.03)
12/4/2009	62010	150	($283.84)
12/4/2009	62020	150	($241.45)
12/4/2009	62099	150	$18.41 
12/4/2009	62510	120	($70.58)
12/4/2009	62520	120	($73.52)
12/4/2009	62530	120	$2.73 
12/4/2009	62550	120	($15.50)
12/4/2009	62560	120	($1.45)
12/4/2009	63050	150	($10.87)
12/4/2009	64000	150	$180.71 
12/4/2009	64010	150	$1.88 
12/4/2009	64020	150	$0.83 
12/4/2009	65540	110	($72.39)
12/4/2009	65550	110	($31.14)
12/4/2009	65590	110	($6.05)
12/4/2009	65600	110	($12.03)
12/4/2009	65610	110	($26.33)
12/4/2009	65650	110	($1.94)
12/4/2009	65690	110	($31.64)
12/4/2009	65700	110	($59.98)
12/4/2009	65710	110	($517.28)
12/4/2009	65730	110	($0.84)
12/4/2009	65740	110	($433.45)
12/4/2009	65750	110	($544.58)
12/4/2009	65760	110	($6.29)
12/4/2009	66010	130	($2.03)
12/4/2009	66020	130	($27.26)
12/4/2009	66040	130	($7.95)
12/4/2009	66050	130	($40.89)
12/4/2009	66070	130	($0.28)
12/4/2009	66080	130	($2.03)
12/4/2009	66100	130	($4.43)
12/4/2009	66110	130	($0.42)
12/4/2009	66120	130	($1.55)
12/4/2009	66130	130	($63.11)
12/4/2009	66140	130	$11.42 
12/4/2009	66510	140	($6.54)
12/4/2009	66520	140	($1.72)
12/4/2009	66530	140	($6.93)
12/4/2009	68050	170	$0.31 
12/4/2009	68060	170	($42.54)
12/5/2009	61510	150	($29.42)
12/5/2009	61520	150	($202.42)
12/5/2009	61530	150	($16.53)
12/5/2009	61540	150	($1.22)
12/5/2009	61550	150	($82.50)
12/5/2009	61560	150	($2.13)
12/5/2009	61570	150	($169.37)
12/5/2009	62010	150	($378.45)
12/5/2009	62020	150	($321.93)
12/5/2009	62099	150	$24.54 
12/5/2009	62510	120	($94.10)
12/5/2009	62520	120	($98.03)
12/5/2009	62530	120	$3.65 
12/5/2009	62550	120	($20.66)
12/5/2009	62560	120	($1.94)
12/5/2009	63050	150	($14.49)
12/5/2009	64000	150	$240.94 
12/5/2009	64010	150	$2.50 
12/5/2009	64020	150	$1.11 
12/5/2009	65540	110	($96.52)
12/5/2009	65550	110	($41.52)
12/5/2009	65590	110	($8.06)
12/5/2009	65600	110	($16.04)
12/5/2009	65610	110	($35.10)
12/5/2009	65650	110	($2.59)
12/5/2009	65690	110	($42.19)
12/5/2009	65700	110	($79.97)
12/5/2009	65710	110	($689.71)
12/5/2009	65730	110	($1.13)
12/5/2009	65740	110	($577.93)
12/5/2009	65750	110	($726.10)
12/5/2009	65760	110	($8.39)
12/5/2009	66010	130	($2.70)
12/5/2009	66020	130	($36.35)
12/5/2009	66040	130	($10.60)
12/5/2009	66050	130	($54.52)
12/5/2009	66070	130	($0.37)
12/5/2009	66080	130	($2.70)
12/5/2009	66100	130	($5.91)
12/5/2009	66110	130	($0.56)
12/5/2009	66120	130	($2.07)
12/5/2009	66130	130	($84.15)
12/5/2009	66140	130	$15.22 
12/5/2009	66510	140	($8.72)
12/5/2009	66520	140	($2.29)
12/5/2009	66530	140	($9.23)
12/5/2009	68050	170	$0.41 
12/5/2009	68060	170	($56.72)
12/6/2009	61510	150	($69.32)
12/6/2009	61520	150	($404.10)
12/6/2009	61530	150	($29.34)
12/6/2009	61540	150	($1.34)
12/6/2009	61550	150	($108.33)
12/6/2009	61560	150	($3.12)
12/6/2009	61570	150	($119.58)
12/6/2009	62010	150	($326.62)
12/6/2009	62020	150	"($1,131.84)"
12/6/2009	62099	150	$9.95 
12/6/2009	62510	120	($223.38)
12/6/2009	62520	120	($147.45)
12/6/2009	62530	120	($28.70)
12/6/2009	62550	120	($17.41)
12/6/2009	62560	120	($1.16)
12/6/2009	63050	150	($12.18)
12/6/2009	64000	150	$152.18 
12/6/2009	64010	150	$49.65 
12/6/2009	65540	110	($195.01)
12/6/2009	65550	110	($22.49)
12/6/2009	65570	110	($4.14)
12/6/2009	65590	110	($3.41)
12/6/2009	65600	110	($15.83)
12/6/2009	65610	110	($32.48)
12/6/2009	65690	110	($44.24)
12/6/2009	65700	110	($21.10)
12/6/2009	65710	110	($777.84)
12/6/2009	65730	110	($1.27)
12/6/2009	65740	110	($612.36)
12/6/2009	65750	110	($818.88)
12/6/2009	65760	110	($9.46)
12/6/2009	66020	130	($66.04)
12/6/2009	66040	130	($3.78)
12/6/2009	66050	130	($44.32)
12/6/2009	66070	130	($1.00)
12/6/2009	66080	130	($3.05)
12/6/2009	66090	130	($6.50)
12/6/2009	66100	130	($6.68)
12/6/2009	66110	130	($0.63)
12/6/2009	66120	130	($2.34)
12/6/2009	66130	130	($94.95)
12/6/2009	66510	140	($7.12)
12/6/2009	66520	140	($5.17)
12/6/2009	66530	140	($15.20)
12/6/2009	66550	140	($63.78)
12/6/2009	68050	170	$2.93 
12/6/2009	68060	170	($63.96)
12/7/2009	61510	150	($64.54)
12/7/2009	61520	150	($376.23)
12/7/2009	61530	150	($27.32)
12/7/2009	61540	150	($1.25)
12/7/2009	61550	150	($100.86)
12/7/2009	61560	150	($2.91)
12/7/2009	61570	150	($111.33)
12/7/2009	62010	150	($304.10)
12/7/2009	62020	150	"($1,053.79)"
12/7/2009	62099	150	$9.26 
12/7/2009	62510	120	($207.97)
12/7/2009	62520	120	($137.28)
12/7/2009	62530	120	($26.72)
12/7/2009	62550	120	($16.21)
12/7/2009	62560	120	($1.09)
12/7/2009	63050	150	($11.34)
12/7/2009	64000	150	$141.68 
12/7/2009	64010	150	$46.23 
12/7/2009	65540	110	($181.56)
12/7/2009	65550	110	($20.94)
12/7/2009	65570	110	($3.86)
12/7/2009	65590	110	($3.18)
12/7/2009	65600	110	($14.74)
12/7/2009	65610	110	($30.24)
12/7/2009	65690	110	($41.19)
12/7/2009	65700	110	($19.64)
12/7/2009	65710	110	($724.19)
12/7/2009	65730	110	($1.18)
12/7/2009	65740	110	($570.13)
12/7/2009	65750	110	($762.41)
12/7/2009	65760	110	($8.80)
12/7/2009	66020	130	($61.48)
12/7/2009	66040	130	($3.52)
12/7/2009	66050	130	($41.27)
12/7/2009	66070	130	($0.93)
12/7/2009	66080	130	($2.84)
12/7/2009	66090	130	($6.05)
12/7/2009	66100	130	($6.22)
12/7/2009	66110	130	($0.59)
12/7/2009	66120	130	($2.17)
12/7/2009	66130	130	($88.40)
12/7/2009	66510	140	($6.63)
12/7/2009	66520	140	($4.81)
12/7/2009	66530	140	($14.16)
12/7/2009	66550	140	($59.39)
12/7/2009	68050	170	$2.72 
12/7/2009	68060	170	($59.55)
12/8/2009	61510	150	($64.54)
12/8/2009	61520	150	($376.23)
12/8/2009	61530	150	($27.32)
12/8/2009	61540	150	($1.25)
12/8/2009	61550	150	($100.86)
12/8/2009	61560	150	($2.91)
12/8/2009	61570	150	($111.33)
12/8/2009	62010	150	($304.10)
12/8/2009	62020	150	"($1,053.79)"
12/8/2009	62099	150	$9.26 
12/8/2009	62510	120	($207.97)
12/8/2009	62520	120	($137.28)
12/8/2009	62530	120	($26.72)
12/8/2009	62550	120	($16.21)
12/8/2009	62560	120	($1.09)
12/8/2009	63050	150	($11.34)
12/8/2009	64000	150	$141.68 
12/8/2009	64010	150	$46.23 
12/8/2009	65540	110	($181.56)
12/8/2009	65550	110	($20.94)
12/8/2009	65570	110	($3.86)
12/8/2009	65590	110	($3.18)
12/8/2009	65600	110	($14.74)
12/8/2009	65610	110	($30.24)
12/8/2009	65690	110	($41.19)
12/8/2009	65700	110	($19.64)
12/8/2009	65710	110	($724.19)
12/8/2009	65730	110	($1.18)
12/8/2009	65740	110	($570.13)
12/8/2009	65750	110	($762.41)
12/8/2009	65760	110	($8.80)
12/8/2009	66020	130	($61.48)
12/8/2009	66040	130	($3.52)
12/8/2009	66050	130	($41.27)
12/8/2009	66070	130	($0.93)
12/8/2009	66080	130	($2.84)
12/8/2009	66090	130	($6.05)
12/8/2009	66100	130	($6.22)
12/8/2009	66110	130	($0.59)
12/8/2009	66120	130	($2.17)
12/8/2009	66130	130	($88.40)
12/8/2009	66510	140	($6.63)
12/8/2009	66520	140	($4.81)
12/8/2009	66530	140	($14.16)
12/8/2009	66550	140	($59.39)
12/8/2009	68050	170	$2.72 
12/8/2009	68060	170	($59.55)
12/9/2009	61510	150	($64.54)
12/9/2009	61520	150	($376.23)
12/9/2009	61530	150	($27.32)
12/9/2009	61540	150	($1.25)
12/9/2009	61550	150	($100.86)
12/9/2009	61560	150	($2.91)
12/9/2009	61570	150	($111.33)
12/9/2009	62010	150	($304.10)
12/9/2009	62020	150	"($1,053.79)"
12/9/2009	62099	150	$9.26 
12/9/2009	62510	120	($207.97)
12/9/2009	62520	120	($137.28)
12/9/2009	62530	120	($26.72)
12/9/2009	62550	120	($16.21)
12/9/2009	62560	120	($1.09)
12/9/2009	63050	150	($11.34)
12/9/2009	64000	150	$141.68 
12/9/2009	64010	150	$46.23 
12/9/2009	65540	110	($181.56)
12/9/2009	65550	110	($20.94)
12/9/2009	65570	110	($3.86)
12/9/2009	65590	110	($3.18)
12/9/2009	65600	110	($14.74)
12/9/2009	65610	110	($30.24)
12/9/2009	65690	110	($41.19)
12/9/2009	65700	110	($19.64)
12/9/2009	65710	110	($724.19)
12/9/2009	65730	110	($1.18)
12/9/2009	65740	110	($570.13)
12/9/2009	65750	110	($762.41)
12/9/2009	65760	110	($8.80)
12/9/2009	66020	130	($61.48)
12/9/2009	66040	130	($3.52)
12/9/2009	66050	130	($41.27)
12/9/2009	66070	130	($0.93)
12/9/2009	66080	130	($2.84)
12/9/2009	66090	130	($6.05)
12/9/2009	66100	130	($6.22)
12/9/2009	66110	130	($0.59)
12/9/2009	66120	130	($2.17)
12/9/2009	66130	130	($88.40)
12/9/2009	66510	140	($6.63)
12/9/2009	66520	140	($4.81)
12/9/2009	66530	140	($14.16)
12/9/2009	66550	140	($59.39)
12/9/2009	68050	170	$2.72 
12/9/2009	68060	170	($59.55)
12/10/2009	61510	150	($64.54)
12/10/2009	61520	150	($376.23)
12/10/2009	61530	150	($27.32)
12/10/2009	61540	150	($1.25)
12/10/2009	61550	150	($100.86)
12/10/2009	61560	150	($2.91)
12/10/2009	61570	150	($111.33)
12/10/2009	62010	150	($304.10)
12/10/2009	62020	150	"($1,053.79)"
12/10/2009	62099	150	$9.26 
12/10/2009	62510	120	($207.97)
12/10/2009	62520	120	($137.28)
12/10/2009	62530	120	($26.72)
12/10/2009	62550	120	($16.21)
12/10/2009	62560	120	($1.09)
12/10/2009	63050	150	($11.34)
12/10/2009	64000	150	$141.68 
12/10/2009	64010	150	$46.23 
12/10/2009	65540	110	($181.56)
12/10/2009	65550	110	($20.94)
12/10/2009	65570	110	($3.86)
12/10/2009	65590	110	($3.18)
12/10/2009	65600	110	($14.74)
12/10/2009	65610	110	($30.24)
12/10/2009	65690	110	($41.19)
12/10/2009	65700	110	($19.64)
12/10/2009	65710	110	($724.19)
12/10/2009	65730	110	($1.18)
12/10/2009	65740	110	($570.13)
12/10/2009	65750	110	($762.41)
12/10/2009	65760	110	($8.80)
12/10/2009	66020	130	($61.48)
12/10/2009	66040	130	($3.52)
12/10/2009	66050	130	($41.27)
12/10/2009	66070	130	($0.93)
12/10/2009	66080	130	($2.84)
12/10/2009	66090	130	($6.05)
12/10/2009	66100	130	($6.22)
12/10/2009	66110	130	($0.59)
12/10/2009	66120	130	($2.17)
12/10/2009	66130	130	($88.40)
12/10/2009	66510	140	($6.63)
12/10/2009	66520	140	($4.81)
12/10/2009	66530	140	($14.16)
12/10/2009	66550	140	($59.39)
12/10/2009	68050	170	$2.72 
12/10/2009	68060	170	($59.55)
12/10/2009	71010	120	"$1,189.40 "
12/10/2009	71020	120	$804.76 
12/10/2009	71030	120	$132.46 
12/10/2009	71050	120	$11.98 
12/10/2009	71060	120	$11.35 
12/10/2009	71070	120	($24.89)
12/10/2009	71080	120	$19.52 
12/10/2009	71160	150	$48.78 
12/10/2009	71170	150	$405.83 
12/10/2009	71180	150	($0.95)
12/10/2009	71190	150	$2.60 
12/10/2009	71200	150	$112.66 
12/10/2009	71240	150	"$1,447.37 "
12/10/2009	71299	150	($47.59)
12/10/2009	71310	150	"$3,653.22 "
12/10/2009	71325	150	($407.09)
12/10/2009	71550	150	$219.47 
12/10/2009	71560	140	($151.17)
12/10/2009	72010	110	"$2,983.01 "
12/10/2009	72020	110	"$3,294.52 "
12/10/2009	72050	140	$440.07 
12/10/2009	72060	150	"$2,032.60 "
12/10/2009	72070	150	"$3,354.56 "
12/10/2009	72090	150	"$1,211.06 "
12/10/2009	72110	160	"$3,266.02 "
12/10/2009	72120	160	"$4,055.70 "
12/10/2009	72130	160	"($1,343.96)"
12/10/2009	72140	160	"$1,644.85 "
12/10/2009	72150	165	"$1,812.71 "
12/10/2009	72160	170	"$2,883.44 "
12/10/2009	72340	110	"$4,365.76 "
12/10/2009	72340	150	"$3,243.52 "
12/10/2009	72340	160	"$4,465.44 "
12/10/2009	72340	165	$578.20 
12/10/2009	72340	170	"$1,704.92 "
12/10/2009	72999	150	($223.77)
12/10/2009	73010	110	$268.86 
12/10/2009	73010	140	$9.91 
12/10/2009	73010	150	$329.90 
12/10/2009	73010	160	$315.94 
12/10/2009	73010	165	$85.30 
12/10/2009	73010	170	($630.55)
12/10/2009	73020	110	$140.14 
12/10/2009	73020	140	$5.04 
12/10/2009	73020	150	$198.02 
12/10/2009	73020	160	$141.06 
12/10/2009	73020	165	$46.34 
12/10/2009	73020	170	$43.97 
12/10/2009	73030	150	($196.00)
12/10/2009	73030	160	$22.40 
12/10/2009	73030	170	$117.60 
12/10/2009	73035	110	$70.24 
12/10/2009	73035	150	$76.13 
12/10/2009	73035	160	$102.45 
12/10/2009	73035	165	$28.66 
12/10/2009	73035	170	$26.28 
12/10/2009	73040	110	$220.08 
12/10/2009	73040	150	$229.08 
12/10/2009	73040	160	$156.24 
12/10/2009	73040	165	$45.36 
12/10/2009	73040	170	$84.00 
12/10/2009	73050	110	$11.04 
12/10/2009	73050	140	$1.92 
12/10/2009	73050	150	$79.02 
12/10/2009	73050	160	$1.37 
12/10/2009	73050	165	$21.78 
12/10/2009	73050	170	$17.93 
12/10/2009	73060	110	$60.48 
12/10/2009	73060	150	$60.79 
12/10/2009	73070	110	$613.06 
12/10/2009	73070	150	$308.24 
12/10/2009	73070	160	$212.06 
12/10/2009	73070	165	$50.50 
12/10/2009	73070	170	$50.50 
12/10/2009	80990	110	"$1,743.16 "
12/10/2009	81010	110	$84.00 
12/10/2009	81030	160	$78.33 
12/10/2009	81050	160	"$1,070.33 "
12/10/2009	81060	160	"$2,172.88 "
12/10/2009	81080	160	($2.10)
12/10/2009	81090	160	$57.76 
12/10/2009	81100	160	($60.43)
12/10/2009	81110	160	$20.74 
12/10/2009	81130	160	$102.78 
12/10/2009	81140	160	($285.60)
12/10/2009	81150	160	$851.16 
12/10/2009	81160	160	$109.31 
12/10/2009	81170	160	$95.48 
12/10/2009	81180	160	"$1,933.75 "
12/10/2009	81190	160	$61.84 
12/10/2009	81200	160	$170.97 
12/10/2009	81210	160	($114.60)
12/10/2009	81220	160	$74.84 
12/10/2009	81230	160	$43.36 
12/10/2009	81240	160	$94.08 
12/10/2009	81250	160	$86.68 
12/10/2009	81270	160	$855.15 
12/10/2009	81280	160	$108.19 
12/10/2009	81330	160	$95.87 
12/10/2009	81350	160	$13.20 
12/10/2009	81900	165	$195.82 
12/10/2009	82010	130	$393.01 
12/10/2009	82050	150	$74.71 
12/10/2009	82060	170	$906.24 
12/10/2009	82070	150	$16.81 
12/10/2009	83010	170	$26.58 
12/10/2009	83020	130	$112.00 
12/10/2009	83020	160	$465.79 
12/10/2009	83020	170	$433.56 
12/10/2009	83030	150	$225.81 
12/10/2009	83050	170	$362.69 
12/10/2009	83060	170	$90.62 
12/10/2009	83070	170	$236.82 
12/10/2009	84020	130	$279.72 
12/10/2009	84020	170	$226.03 
12/10/2009	85010	170	$263.91 
12/10/2009	85510	170	$754.19 
12/10/2009	86010	110	$250.45 
12/10/2009	86010	150	$202.86 
12/10/2009	86010	160	$65.99 
12/10/2009	86010	165	$76.85 
12/10/2009	86020	110	$33.75 
12/10/2009	86020	120	$15.25 
12/10/2009	86020	170	$19.42 
12/10/2009	86030	110	$13.27 
12/10/2009	86030	150	$141.34 
12/10/2009	86040	110	$150.54 
12/10/2009	86040	150	$98.32 
12/10/2009	86050	110	$155.88 
12/10/2009	86050	150	$102.42 
12/10/2009	86050	160	$84.04 
12/10/2009	86100	110	$72.47 
12/10/2009	86100	150	$195.51 
12/10/2009	86100	160	$29.09 
12/10/2009	86100	170	$241.89 
12/10/2009	86140	110	$99.90 
12/10/2009	86150	110	$70.00 
12/10/2009	86180	160	$37.33 
12/10/2009	86200	150	$17.77 
12/10/2009	86200	160	$37.19 
12/10/2009	86270	150	$50.23 
12/10/2009	86280	150	$451.70 
12/10/2009	86290	150	$207.91 
12/10/2009	86290	170	$48.57 
12/10/2009	86310	150	$234.34 
12/10/2009	86320	150	$56.50 
12/10/2009	86330	150	$558.58 
12/10/2009	86350	150	$112.50 
12/10/2009	86360	150	$252.00 
12/10/2009	86450	170	$58.39 
12/11/2009	61510	150	($64.54)
